font	document_count	status	delivery	package	version	license	download_url	note
Courier New	37	not-found						npm 전문 검색을 생략함
Courier10 BT	10	not-found						npm 전문 검색을 생략함
Crayon Kids 1	1	not-found						npm 전문 검색을 생략함
Cre고딕 M	1	not-found						npm 전문 검색을 생략함
Crop Circle Dingbats	1	not-found						npm 전문 검색을 생략함
CropBats II AOE	1	not-found						npm 전문 검색을 생략함
CU_SYMBL	1	not-found						npm 전문 검색을 생략함
Curlz MT	3	not-found						npm 전문 검색을 생략함
DANCEMAN	1	not-found						npm 전문 검색을 생략함
DaunPenh	1	not-found						npm 전문 검색을 생략함
David	1	not-found						npm 전문 검색을 생략함
David Transparent	1	not-found						npm 전문 검색을 생략함
Davys	1	not-found						npm 전문 검색을 생략함
DavysOtherDingbats	1	not-found						npm 전문 검색을 생략함
DDP_B_131224	3	not-found						npm 전문 검색을 생략함
Death Valley Dingbats	1	not-found						npm 전문 검색을 생략함
Deejay Supreme	1	not-found						npm 전문 검색을 생략함
DejaVu Serif	1	available		@fontsource/dejavu-serif	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/dejavu-serif@5.3.0/files/dejavu-serif-latin-400-italic.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
DFKai-SB	1	not-found						npm 전문 검색을 생략함
DilleniaUPC	1	not-found						npm 전문 검색을 생략함
DIN-Regular	1	not-found						npm 전문 검색을 생략함
Dinbla	2	not-found						npm 전문 검색을 생략함
Dinbol	1	not-found						npm 전문 검색을 생략함
Dingbat Cats 2	1	not-found						npm 전문 검색을 생략함
Dinlig	4	not-found						npm 전문 검색을 생략함
Dinmed	3	not-found						npm 전문 검색을 생략함
DinosoType	1	not-found						npm 전문 검색을 생략함
Dinreg	2	not-found						npm 전문 검색을 생략함
DokChampa	1	not-found						npm 전문 검색을 생략함
DomCasual BT	10	not-found						npm 전문 검색을 생략함
Earwig Factory	1	not-found						npm 전문 검색을 생략함
EastMarket	1	not-found						npm 전문 검색을 생략함
Ebrima	1	not-found						npm 전문 검색을 생략함
Edition	1	not-found						npm 전문 검색을 생략함
Edwardian Script ITC	3	not-found						npm 전문 검색을 생략함
Elephant	3	not-found						npm 전문 검색을 생략함
Engravers MT	3	not-found						npm 전문 검색을 생략함
Enya	1	not-found						npm 전문 검색을 생략함
Eras Bold ITC	3	not-found						npm 전문 검색을 생략함
Eras Demi ITC	3	not-found						npm 전문 검색을 생략함
Eras Light ITC	3	not-found						npm 전문 검색을 생략함
Eras Medium ITC	3	not-found						npm 전문 검색을 생략함
Esperanza™	1	not-found						npm 전문 검색을 생략함
Estrangelo Edessa	8	not-found						npm 전문 검색을 생략함
Euclid	1	not-found						npm 전문 검색을 생략함
EucrosiaUPC	1	not-found						npm 전문 검색을 생략함
Euphemia	1	not-found						npm 전문 검색을 생략함
Euro Batang	1	not-found						npm 전문 검색을 생략함
Euro Dotum	1	not-found						npm 전문 검색을 생략함
Euro Gulim	1	not-found						npm 전문 검색을 생략함
Euro Gungso	1	not-found						npm 전문 검색을 생략함
Ewok	1	not-found						npm 전문 검색을 생략함
ExpressionismJL	1	not-found						npm 전문 검색을 생략함
FangSong	1	not-found						npm 전문 검색을 생략함
fantas second	1	not-found						npm 전문 검색을 생략함
FD	1	not-found						npm 전문 검색을 생략함
Felix Titling	3	not-found						npm 전문 검색을 생략함
FishyPrint AOE	1	not-found						npm 전문 검색을 생략함
FOOD!	1	not-found						npm 전문 검색을 생략함
Footlight MT Light	3	not-found						npm 전문 검색을 생략함
Forte	3	not-found						npm 전문 검색을 생략함
Franklin Gothic Book	3	not-found						npm 전문 검색을 생략함
Franklin Gothic Demi	3	not-found						npm 전문 검색을 생략함
Franklin Gothic Demi Cond	3	not-found						npm 전문 검색을 생략함
Franklin Gothic Heavy	3	not-found						npm 전문 검색을 생략함
Franklin Gothic Medium	8	not-found						npm 전문 검색을 생략함
Franklin Gothic Medium Cond	3	not-found						npm 전문 검색을 생략함
FrankRuehl	1	not-found						npm 전문 검색을 생략함
Fred	1	not-found						npm 전문 검색을 생략함
Free	1	not-found						npm 전문 검색을 생략함
Freehand591 BT	8	not-found						npm 전문 검색을 생략함
Freemason	1	not-found						npm 전문 검색을 생략함
FreesiaUPC	1	not-found						npm 전문 검색을 생략함
Freestyle Script	3	not-found						npm 전문 검색을 생략함
French Script MT	3	not-found						npm 전문 검색을 생략함
Frutiger LT Std 45 Light	1	not-found						npm 전문 검색을 생략함
Frutiger LT Std 55 Roman	1	not-found						npm 전문 검색을 생략함
Frutiger-Normal	1	not-found						npm 전문 검색을 생략함
Futura Hv BT	1	not-found						npm 전문 검색을 생략함
Futura Std Book	1	not-found						npm 전문 검색을 생략함
Futura Std Condensed	1	not-found						npm 전문 검색을 생략함
Futura Std Condensed ExtBd	1	not-found						npm 전문 검색을 생략함
Futura Std Condensed Light	1	not-found						npm 전문 검색을 생략함
Futura Std ExtraBold	1	not-found						npm 전문 검색을 생략함
Futura Std Light	1	not-found						npm 전문 검색을 생략함
Futura Std Medium	1	not-found						npm 전문 검색을 생략함
FuturaBlack BT	8	not-found						npm 전문 검색을 생략함
Fuzzed	1	not-found						npm 전문 검색을 생략함
G마켓 산스 Bold	1	not-found						npm 전문 검색을 생략함
G마켓 산스 TTF Light	2	not-found						npm 전문 검색을 생략함
Gabriel's Angels	1	not-found						npm 전문 검색을 생략함
Gabriola	1	not-found						npm 전문 검색을 생략함
Gallaudet	1	not-found						npm 전문 검색을 생략함
Garamond	38	not-found						npm 전문 검색을 생략함
GardenDingbats	1	not-found						npm 전문 검색을 생략함
Gautami	8	not-found						npm 전문 검색을 생략함
GeekBats	1	not-found						npm 전문 검색을 생략함
Georgia	13	not-found						npm 전문 검색을 생략함
GeoType	1	not-found						npm 전문 검색을 생략함
gg	1	not-found						npm 전문 검색을 생략함
Giddyup Std	1	not-found						npm 전문 검색을 생략함
Gigi	3	not-found						npm 전문 검색을 생략함
Gill Sans MT	3	not-found						npm 전문 검색을 생략함
Gill Sans MT Condensed	3	not-found						npm 전문 검색을 생략함
Gill Sans MT Ext Condensed Bold	3	not-found						npm 전문 검색을 생략함
Gill Sans Ultra Bold	3	not-found						npm 전문 검색을 생략함
Gill Sans Ultra Bold Condensed	3	not-found						npm 전문 검색을 생략함
Gisha	1	not-found						npm 전문 검색을 생략함
Glamocon	1	not-found						npm 전문 검색을 생략함
Gloucester MT Extra Condensed	3	not-found						npm 전문 검색을 생략함
Good Head	1	not-found						npm 전문 검색을 생략함
GoodDogBones	1	not-found						npm 전문 검색을 생략함
Goudy Old Style	3	not-found						npm 전문 검색을 생략함
Goudy Stout	3	not-found						npm 전문 검색을 생략함
GoudyOlSt BT	13	not-found						npm 전문 검색을 생략함
GrandFunkRR	1	not-found						npm 전문 검색을 생략함
Grrlz stuff	1	not-found						npm 전문 검색을 생략함
Gulim	4	not-found						npm 전문 검색을 생략함
GulimChe	1	not-found						npm 전문 검색을 생략함
H_CIRNUM	1	not-found						npm 전문 검색을 생략함
H_EQSYM1	1	not-found						npm 전문 검색을 생략함
H_EQSYM2	1	not-found						npm 전문 검색을 생략함
H_ESPERANTO	1	not-found						npm 전문 검색을 생략함
H_HEBREW	1	not-found						npm 전문 검색을 생략함
H_KEYBD	1	not-found						npm 전문 검색을 생략함
H_MULTI1	1	not-found						npm 전문 검색을 생략함
H_MULTI2	1	not-found						npm 전문 검색을 생략함
H_PROSYM	1	not-found						npm 전문 검색을 생략함
H2mjrE	1	not-found						npm 전문 검색을 생략함
HaanYoonGothic720	1	not-found						npm 전문 검색을 생략함
Haettenschweiler	10	not-found						npm 전문 검색을 생략함
Halloween	1	not-found						npm 전문 검색을 생략함
Harlow Solid Italic	3	not-found						npm 전문 검색을 생략함
Harrington	3	not-found						npm 전문 검색을 생략함
Hazard	1	not-found						npm 전문 검색을 생략함
HC각머리A	1	not-found						npm 전문 검색을 생략함
HC백합체A	1	not-found						npm 전문 검색을 생략함
HC태고딕	1	not-found						npm 전문 검색을 생략함
HC태명조	1	not-found						npm 전문 검색을 생략함
HCI Acacia	19	not-found						npm 전문 검색을 생략함
HCI Bellflower	14	not-found						npm 전문 검색을 생략함
HCI Centaurea	10	not-found						npm 전문 검색을 생략함
HCI Columbine	10	not-found						npm 전문 검색을 생략함
HCI Hollyhock	1090	not-found						npm 전문 검색을 생략함
HCI Hollyhock Narrow	12	not-found						npm 전문 검색을 생략함
HCI Morning Glory	22	not-found						npm 전문 검색을 생략함
HCI Poppy	5732	not-found						npm 전문 검색을 생략함
HCI Tulip	1410	not-found						npm 전문 검색을 생략함
HCRBatang	5	not-found						npm 전문 검색을 생략함
HCRDotum	1	not-found						npm 전문 검색을 생략함
Helvetica	3	not-found						npm 전문 검색을 생략함
Helvetica 25 UltraLight	1	not-found						npm 전문 검색을 생략함
Helvetica 65 Medium	1	not-found						npm 전문 검색을 생략함
Helvetica Narrow	1	not-found						npm 전문 검색을 생략함
Helvetica Neue	4	not-found						npm 전문 검색을 생략함
Helvetica-Condensed	1	not-found						npm 전문 검색을 생략함
Helvetica53-Extended	1	not-found						npm 전문 검색을 생략함
Helvetica56	1	not-found						npm 전문 검색을 생략함
HelveticaNeue	1	not-found						npm 전문 검색을 생략함
HelveticaNeue-Bold	1	not-found						npm 전문 검색을 생략함
High Tower Text	2	not-found						npm 전문 검색을 생략함
Hobo BT	18	not-found						npm 전문 검색을 생략함
HojukUni	1	not-found						npm 전문 검색을 생략함
HY Junggothic	1	not-found						npm 전문 검색을 생략함
HY Sinmyeongjo	3	not-found						npm 전문 검색을 생략함
HY각헤드라인M	1024	not-found						npm 전문 검색을 생략함
HY강B	10	not-found						npm 전문 검색을 생략함
HY강M	16	not-found						npm 전문 검색을 생략함
HY견고딕	2218	not-found						npm 전문 검색을 생략함
HY견명조	1852	not-found						npm 전문 검색을 생략함
HY고딕	10	not-found						npm 전문 검색을 생략함
HY궁서	12	not-found						npm 전문 검색을 생략함
HY궁서B	16	not-found						npm 전문 검색을 생략함
HY그래픽	86	not-found						npm 전문 검색을 생략함
HY그래픽M	163	not-found						npm 전문 검색을 생략함
HY깊은샘물L	1	not-found						npm 전문 검색을 생략함
HY나무B	2	not-found						npm 전문 검색을 생략함
HY나무L	3	not-found						npm 전문 검색을 생략함
HY나무M	2	not-found						npm 전문 검색을 생략함
HY동녘B	7	not-found						npm 전문 검색을 생략함
HY동녘M	14	not-found						npm 전문 검색을 생략함
HY둥근고딕	11	not-found						npm 전문 검색을 생략함
HY둥근고딕B	1	not-found						npm 전문 검색을 생략함
HY둥근고딕M	2	not-found						npm 전문 검색을 생략함
HY목각파임B	5	not-found						npm 전문 검색을 생략함
HY목각B	1	not-found						npm 전문 검색을 생략함
HY목판L	10	not-found						npm 전문 검색을 생략함
HY바다L	4	not-found						npm 전문 검색을 생략함
HY바다M	2	not-found						npm 전문 검색을 생략함
HY백송B	18	not-found						npm 전문 검색을 생략함
HY부활L	2	not-found						npm 전문 검색을 생략함
HY산B	3	not-found						npm 전문 검색을 생략함
HY센스B	1	not-found						npm 전문 검색을 생략함
HY센스L	5	not-found						npm 전문 검색을 생략함
HY수평선B	11	not-found						npm 전문 검색을 생략함
HY수평선L	1	not-found						npm 전문 검색을 생략함
HY수평선M	23	not-found						npm 전문 검색을 생략함
HY순명조	5	not-found						npm 전문 검색을 생략함
HY신명조	2055	not-found						npm 전문 검색을 생략함
HY신문명조	17	not-found						npm 전문 검색을 생략함
HY얕은샘물B	1	not-found						npm 전문 검색을 생략함
HY얕은샘물M	11	not-found						npm 전문 검색을 생략함
HY엽서L	16	not-found						npm 전문 검색을 생략함
HY엽서M	11	not-found						npm 전문 검색을 생략함
HY예서M	1	not-found						npm 전문 검색을 생략함
HY옛글M	2	not-found						npm 전문 검색을 생략함
HY울릉도B	71	not-found						npm 전문 검색을 생략함
HY울릉도E	1	not-found						npm 전문 검색을 생략함
HY울릉도L	39	not-found						npm 전문 검색을 생략함
HY울릉도M	566	not-found						npm 전문 검색을 생략함
HY중고딕	2803	not-found						npm 전문 검색을 생략함
HY중명조	6	not-found						npm 전문 검색을 생략함
HY크리스탈M	31	not-found						npm 전문 검색을 생략함
HY타자전각M	1	not-found						npm 전문 검색을 생략함
HY타자L	1	not-found						npm 전문 검색을 생략함
HY태고딕	181	not-found						npm 전문 검색을 생략함
HY태명조	62	not-found						npm 전문 검색을 생략함
HY태백B	10	not-found						npm 전문 검색을 생략함
HY특견명조	10	not-found						npm 전문 검색을 생략함
HY특수문자4	1	not-found						npm 전문 검색을 생략함
HY특신명조	2	not-found						npm 전문 검색을 생략함
HY필기L	1	not-found						npm 전문 검색을 생략함
HY해서M	3	not-found						npm 전문 검색을 생략함
HY해서M확장1	1	not-found						npm 전문 검색을 생략함
HY해서M확장2	1	not-found						npm 전문 검색을 생략함
HY해서M확장3	1	not-found						npm 전문 검색을 생략함
HY헤드라인B	3	not-found						npm 전문 검색을 생략함
HY헤드라인M	3328	not-found						npm 전문 검색을 생략함
HYHeadLine M	6	not-found						npm 전문 검색을 생략함
HyhwpEQ	11	not-found						npm 전문 검색을 생략함
HYSymbolE	1	not-found						npm 전문 검색을 생략함
Impact	10	not-found						npm 전문 검색을 생략함
Imprint MT Shadow	2	not-found						npm 전문 검색을 생략함
Informal Roman	2	not-found						npm 전문 검색을 생략함
JBold	1	not-found						npm 전문 검색을 생략함
Jokerman	2	not-found						npm 전문 검색을 생략함
Juice ITC	2	not-found						npm 전문 검색을 생략함
JungGothic Old Hangul	1	not-found						npm 전문 검색을 생략함
Kartika	3	not-found						npm 전문 검색을 생략함
KBIZ한마음명조 R	1	not-found						npm 전문 검색을 생략함
KoPub돋움체 Bold	201	not-found		@noonnu/kopubworlddotum, @noonnu/kopubworlddotum (HTTP 404)				npm 전문 검색을 생략함
KoPub돋움체 Light	503	not-found		@noonnu/kopubworlddotum, @noonnu/kopubworlddotum (HTTP 404)				npm 전문 검색을 생략함
KoPub돋움체 Medium	143	not-found		@noonnu/kopubworlddotum, @noonnu/kopubworlddotum (HTTP 404)				npm 전문 검색을 생략함
KoPub돋움체_Pro Bold	1	not-found						npm 전문 검색을 생략함
KoPub돋움체_Pro Light	1	not-found						npm 전문 검색을 생략함
KoPub돋움체_Pro Medium	1	not-found						npm 전문 검색을 생략함
KoPub바탕체 Bold	34	not-found		@noonnu/kopubworldbatang, @noonnu/kopubworldbatang (HTTP 404)				npm 전문 검색을 생략함
KoPub바탕체 Light	582	not-found		@noonnu/kopubworldbatang, @noonnu/kopubworldbatang (HTTP 404)				npm 전문 검색을 생략함
KoPub바탕체 Medium	29	not-found		@noonnu/kopubworldbatang, @noonnu/kopubworldbatang (HTTP 404)				npm 전문 검색을 생략함
KoPub바탕체_Pro Light	1	not-found						npm 전문 검색을 생략함
KoPubBatangLight	3	not-found						npm 전문 검색을 생략함
KoPubDotumMedium	1	not-found						npm 전문 검색을 생략함
KoPubWorld돋움체 Bold	214	not-found						npm 전문 검색을 생략함
KoPubWorld돋움체 Light	12	not-found						npm 전문 검색을 생략함
KoPubWorld돋움체 Medium	10	not-found						npm 전문 검색을 생략함
KoPubWorld돋움체_Pro Bold	2	not-found						npm 전문 검색을 생략함
KoPubWorld돋움체_Pro Light	2	not-found						npm 전문 검색을 생략함
KoPubWorld돋움체_Pro Medium	1	not-found						npm 전문 검색을 생략함
KoPubWorld바탕체 Bold	3	not-found						npm 전문 검색을 생략함
KoPubWorld바탕체 Light	12	not-found						npm 전문 검색을 생략함
KoPubWorld바탕체 Medium	4	not-found						npm 전문 검색을 생략함
KoPubWorld바탕체_Pro Bold	1	not-found						npm 전문 검색을 생략함
KoPubWorld바탕체_Pro Light	1	not-found						npm 전문 검색을 생략함
Kristen ITC	2	not-found						npm 전문 검색을 생략함
Kunstler Script	2	not-found						npm 전문 검색을 생략함
Latha	6	not-found						npm 전문 검색을 생략함
Liberty BT	8	not-found						npm 전문 검색을 생략함
Lucida Bright	2	not-found						npm 전문 검색을 생략함
Lucida Calligraphy	2	not-found						npm 전문 검색을 생략함
Lucida Console	10	not-found						npm 전문 검색을 생략함
Lucida Fax	2	not-found						npm 전문 검색을 생략함
Lucida Handwriting	3	not-found						npm 전문 검색을 생략함
Lucida Sans	5	not-found						npm 전문 검색을 생략함
Lucida Sans Typewriter	2	not-found						npm 전문 검색을 생략함
Lucida Sans Unicode	10	not-found						npm 전문 검색을 생략함
Magneto	2	not-found						npm 전문 검색을 생략함
Maiandra GD	2	not-found						npm 전문 검색을 생략함
Malgan Gothic	2	not-found						npm 전문 검색을 생략함
Malgun	1	not-found						npm 전문 검색을 생략함
Malgun Gothic	2	not-found						npm 전문 검색을 생략함
MalgunGothic	1	not-found						npm 전문 검색을 생략함
Mangal	6	not-found						npm 전문 검색을 생략함
Marlett	10	not-found						npm 전문 검색을 생략함
Matisse ITC	1	not-found						npm 전문 검색을 생략함
Matura MT Script Capitals	2	not-found						npm 전문 검색을 생략함
MD개성체	11	not-found						npm 전문 검색을 생략함
MD솔체	16	not-found						npm 전문 검색을 생략함
MD아롱체	4	not-found						npm 전문 검색을 생략함
MD아트체	8	not-found						npm 전문 검색을 생략함
MD이솝체	6	not-found						npm 전문 검색을 생략함
Meta Serif Offc	1	not-found						npm 전문 검색을 생략함
Microsoft Sans Serif	11	not-found						npm 전문 검색을 생략함
MingLiU	8	not-found						npm 전문 검색을 생략함
Mistral	2	not-found						npm 전문 검색을 생략함
MMTimes	1	not-found						npm 전문 검색을 생략함
Modern No. 20	2	not-found						npm 전문 검색을 생략함
Moebius	1	not-found						npm 전문 검색을 생략함
Monotype Corsiva	10	not-found						npm 전문 검색을 생략함
ＭＳ 明朝	1	not-found						npm 전문 검색을 생략함
MS Gothic	10	not-found						npm 전문 검색을 생략함
MS Hei	1	not-found						npm 전문 검색을 생략함
MS Mincho	27	not-found						npm 전문 검색을 생략함
MS Outlook	9	not-found						npm 전문 검색을 생략함
MS PGothic	6	not-found						npm 전문 검색을 생략함
MS PMincho	7	not-found						npm 전문 검색을 생략함
MS Reference Sans Serif	3	not-found						npm 전문 검색을 생략함
MS Reference Specialty	3	not-found						npm 전문 검색을 생략함
MS Sans Serif	2	not-found						npm 전문 검색을 생략함
MS Song	2	not-found						npm 전문 검색을 생략함
MS UI Gothic	6	not-found						npm 전문 검색을 생략함
MS-Gothic	1	not-found						npm 전문 검색을 생략함
MT Extra	3	not-found						npm 전문 검색을 생략함
MurrayHill Bd BT	10	not-found						npm 전문 검색을 생략함
MV Boli	6	not-found						npm 전문 검색을 생략함
Myeongjo	3	not-found						npm 전문 검색을 생략함
Myriad Condensed Web	1	not-found						npm 전문 검색을 생략함
Myriad Web	1	not-found						npm 전문 검색을 생략함
Nanum Barun Gothic	1	not-found						npm 전문 검색을 생략함
NanumGothic	2	available		@fontsource/nanum-gothic	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/nanum-gothic@5.3.0/files/nanum-gothic-0-400-normal.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
New Gulim	1	not-found						npm 전문 검색을 생략함
News Gothic MT	1	not-found						npm 전문 검색을 생략함
Newtext Bk BT	8	not-found						npm 전문 검색을 생략함
Niagara Engraved	2	not-found						npm 전문 검색을 생략함
Niagara Solid	2	not-found						npm 전문 검색을 생략함
Noto	2	not-found						npm 전문 검색을 생략함
Noto Sans CJK JP Regular	1	not-found						npm 전문 검색을 생략함
Noto Sans CJK KR Bold	1	not-found						npm 전문 검색을 생략함
Noto Sans CJK KR DemiLight	1	not-found						npm 전문 검색을 생략함
Noto Sans CJK KR Medium	1	not-found						npm 전문 검색을 생략함
Noto Sans KR Medium	1	available		@fontsource/noto-sans-kr	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/noto-sans-kr@5.3.0/files/noto-sans-kr-0-100-normal.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
NotoSansKR-Regular	1	not-found						npm 전문 검색을 생략함
NSimSun	6	not-found						npm 전문 검색을 생략함
OCR A Extended	3	not-found						npm 전문 검색을 생략함
OCR-A BT	10	not-found						npm 전문 검색을 생략함
OCR-A-Seagull	1	not-found						npm 전문 검색을 생략함
OCR-B-1	1	not-found						npm 전문 검색을 생략함
OCR-B-10 BT	10	not-found						npm 전문 검색을 생략함
OCR-B-Seagull	1	not-found						npm 전문 검색을 생략함
Old English Text MT	2	not-found						npm 전문 검색을 생략함
Onyx	2	not-found						npm 전문 검색을 생략함
Orator10 BT	10	not-found						npm 전문 검색을 생략함
Orbit-B BT	8	not-found						npm 전문 검색을 생략함
Palace Script MT	2	not-found						npm 전문 검색을 생략함
Palatino Linotype	46	not-found						npm 전문 검색을 생략함
Papyrus	2	not-found						npm 전문 검색을 생략함
Parchment	2	not-found						npm 전문 검색을 생략함
ParkAvenue BT	8	not-found						npm 전문 검색을 생략함
Perpetua	2	not-found						npm 전문 검색을 생략함
Perpetua Titling MT	2	not-found						npm 전문 검색을 생략함
Playbill	2	not-found						npm 전문 검색을 생략함
PMingLiU	10	not-found						npm 전문 검색을 생략함
Poor Richard	2	not-found						npm 전문 검색을 생략함
Pretendard	1	available		@fontsource/pretendard	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/pretendard@5.3.0/files/pretendard-latin-100-normal.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
Pretendard Light	1	available		@fontsource/pretendard	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/pretendard@5.3.0/files/pretendard-latin-100-normal.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
Pristina	2	not-found						npm 전문 검색을 생략함
Raavi	6	not-found						npm 전문 검색을 생략함
Rage Italic	2	not-found						npm 전문 검색을 생략함
Ravie	2	not-found						npm 전문 검색을 생략함
Rix고딕 B	3	not-found						npm 전문 검색을 생략함
Rix고딕 EB	1	not-found						npm 전문 검색을 생략함
Rix고딕 L	4	not-found						npm 전문 검색을 생략함
Rix고딕 M	5	not-found						npm 전문 검색을 생략함
Rix모던고딕 L	1	not-found						npm 전문 검색을 생략함
Rix모던고딕 M	2	not-found						npm 전문 검색을 생략함
Rix정고딕 B	3	not-found						npm 전문 검색을 생략함
Rix헤드 L	1	not-found						npm 전문 검색을 생략함
Roboto	1	available		@fontsource/roboto	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/roboto@5.3.0/files/roboto-cyrillic-100-italic.woff	패키지 메타데이터와 실제 CDN 글꼴 파일 응답 확인
Rockwell	2	not-found						npm 전문 검색을 생략함
Rockwell Condensed	2	not-found						npm 전문 검색을 생략함
Rockwell Extra Bold	2	not-found						npm 전문 검색을 생략함
Sandoll 고딕Neo1 02 UltraLight	1	not-found						npm 전문 검색을 생략함
Sandoll 고딕Neo1 04 Regular	1	not-found						npm 전문 검색을 생략함
Sandoll 고딕Neo1 06 SemiBold	1	not-found						npm 전문 검색을 생략함
Sandoll 고딕Neo1 07 Bold	1	not-found						npm 전문 검색을 생략함
Sans Serif	1	not-found						npm 전문 검색을 생략함
sans-serif	1	not-found						npm 전문 검색을 생략함
SCDream	1	not-found						npm 전문 검색을 생략함
Script MT Bold	2	not-found						npm 전문 검색을 생략함
Segoe UI	3	not-found						npm 전문 검색을 생략함
Segoe UI Symbol	1	not-found						npm 전문 검색을 생략함
Showcard Gothic	2	not-found						npm 전문 검색을 생략함
Shruti	6	not-found						npm 전문 검색을 생략함
SimHei	6	not-found						npm 전문 검색을 생략함
SimSun	17	not-found						npm 전문 검색을 생략함
SimSun-PUA	1	not-found						npm 전문 검색을 생략함
Sinmyeong Jungmyeongjo	1	not-found						npm 전문 검색을 생략함
Sinmyeong Semyeongjo	1	not-found						npm 전문 검색을 생략함
Sinmyeong Sinmyeongjo	1	not-found						npm 전문 검색을 생략함
SinMyungJo Old Hangul	1	not-found						npm 전문 검색을 생략함
SinMyungJo Symbol	1	not-found						npm 전문 검색을 생략함
SM3신중고딕 03	1	not-found						npm 전문 검색을 생략함
Snap ITC	2	not-found						npm 전문 검색을 생략함
SpoqaHanSans-Bold	1	not-found						npm 전문 검색을 생략함
Stencil	2	not-found						npm 전문 검색을 생략함
Stencil BT	8	not-found						npm 전문 검색을 생략함
Swis721 BT Italic	1	not-found						npm 전문 검색을 생략함
Swis721 Lt BT	10	not-found						npm 전문 검색을 생략함
Sylfaen	6	not-found						npm 전문 검색을 생략함
Symbol	16	not-found						npm 전문 검색을 생략함
T10	1	not-found						npm 전문 검색을 생략함
T11	1	not-found						npm 전문 검색을 생략함
T2	1	not-found						npm 전문 검색을 생략함
T4	1	not-found						npm 전문 검색을 생략함
tahoma	2	not-found						npm 전문 검색을 생략함
Tahoma	60	not-found						npm 전문 검색을 생략함
Tempus Sans ITC	3	not-found						npm 전문 검색을 생략함
TeXplus EF	3	not-found						npm 전문 검색을 생략함
TeXplus EM	3	not-found						npm 전문 검색을 생략함
TeXplus EX	3	not-found						npm 전문 검색을 생략함
TeXplus MI	3	not-found						npm 전문 검색을 생략함
TeXplus RM	3	not-found						npm 전문 검색을 생략함
TeXplus SA	3	not-found						npm 전문 검색을 생략함
TeXplus SB	3	not-found						npm 전문 검색을 생략함
TeXplus SY	3	not-found						npm 전문 검색을 생략함
TeXplus TE	3	not-found						npm 전문 검색을 생략함
Times	4	not-found						npm 전문 검색을 생략함
Times New Roman	889	not-found						npm 전문 검색을 생략함
Times New Roman Bold	8	not-found						npm 전문 검색을 생략함
Times New Roman CE	2	not-found						npm 전문 검색을 생략함
Trebuchet MS	14	not-found						npm 전문 검색을 생략함
TT240C21D2tCID	1	not-found						npm 전문 검색을 생략함
TT241F22o00	1	not-found						npm 전문 검색을 생략함
TT241F22o01	1	not-found						npm 전문 검색을 생략함
TT58AF7905tCID	1	not-found						npm 전문 검색을 생략함
TT8D09055tCID	1	not-found						npm 전문 검색을 생략함
TT91EAE1BFtCID	1	not-found						npm 전문 검색을 생략함
TT9205F73FtCID	1	not-found						npm 전문 검색을 생략함
TTD9974692tCID	1	not-found						npm 전문 검색을 생략함
Tunga	6	not-found						npm 전문 검색을 생략함
Tw Cen MT	2	not-found						npm 전문 검색을 생략함
Tw Cen MT Condensed	2	not-found						npm 전문 검색을 생략함
Tw Cen MT Condensed Extra Bold	3	not-found						npm 전문 검색을 생략함
Univers LT Std 57 Cn	1	not-found						npm 전문 검색을 생략함
UniversalBlack	1	not-found						npm 전문 검색을 생략함
Verdana	19	not-found						npm 전문 검색을 생략함
Viner Hand ITC	2	not-found						npm 전문 검색을 생략함
Vivaldi	2	not-found						npm 전문 검색을 생략함
Vladimir Script	2	not-found						npm 전문 검색을 생략함
Vrinda	3	not-found						npm 전문 검색을 생략함
Webdings	10	not-found						npm 전문 검색을 생략함
Westminster	1	not-found						npm 전문 검색을 생략함
Wide Latin	2	not-found						npm 전문 검색을 생략함
Wingdings	17	not-found						npm 전문 검색을 생략함
Wingdings 2	10	not-found						npm 전문 검색을 생략함
Wingdings 3	10	not-found						npm 전문 검색을 생략함
YBM-EXT	1	not-found						npm 전문 검색을 생략함
YDIYMjO110-KSCpc-EUC-H	1	not-found						npm 전문 검색을 생략함
YDVYMjOStd12	1	not-found						npm 전문 검색을 생략함
Yoon 윤고딕 310_TT	1	not-found						npm 전문 검색을 생략함
Yoon 윤고딕 320_TT	1	not-found						npm 전문 검색을 생략함
Yoon 윤고딕 520_TT	16	not-found						npm 전문 검색을 생략함
Yoon 윤고딕 530_TT	8	not-found						npm 전문 검색을 생략함
Yoon 윤고딕 540_TT	2	not-found						npm 전문 검색을 생략함
Yoon 윤고딕 550_TT	1	not-found						npm 전문 검색을 생략함
Yoon 윤명조 120_TT	1	not-found						npm 전문 검색을 생략함
Yoon 윤명조 530_TT	1	not-found						npm 전문 검색을 생략함
